4.880231618881225586e-01 4.451042413711547852e-01 5.140502452850341797e-01 1.036740541458129883e-01 7.923861742019653320e-01 8.405297994613647461e-02 4.084962010383605957e-01 5.351185798645019531e-03
4.820481538772583008e-01 4.439901113510131836e-01 5.127943754196166992e-01 1.028466224670410156e-01 7.923861742019653320e-01 8.765113353729248047e-02 4.105402827262878418e-01 4.470348358154296875e-04
4.899611473083496094e-01 4.654951095581054688e-01 5.126378536224365234e-01 1.210122704505920410e-01 7.923861742019653320e-01 1.037707924842834473e-01 4.172856211662292480e-01 8.039593696594238281e-03
4.888306856155395508e-01 4.740747213363647461e-01 5.148348808288574219e-01 1.235684156417846680e-01 7.923861742019653320e-01 1.006044745445251465e-01 4.166724085807800293e-01 0.000000000000000000e+00
4.870543479919433594e-01 4.919027090072631836e-01 5.146783590316772461e-01 1.303960680961608887e-01 7.923861742019653320e-01 9.873348474502563477e-02 4.197385907173156738e-01 1.163518428802490234e-02
4.897996187210083008e-01 4.926826953887939453e-01 5.126378536224365234e-01 1.287302970886230469e-01 7.923861742019653320e-01 9.110534191131591797e-02 4.309807419776916504e-01 7.589340209960937500e-03
4.930293560028076172e-01 5.019309520721435547e-01 5.165644884109497070e-01 1.363357901573181152e-01 7.923861742019653320e-01 9.081751108169555664e-02 4.371128678321838379e-01 1.208531856536865234e-02
4.969050884246826172e-01 4.961369037628173828e-01 5.195605754852294922e-01 1.344871520996093750e-01 7.923861742019653320e-01 8.981007337570190430e-02 4.399744868278503418e-01 1.208531856536865234e-02
5.015882253646850586e-01 5.102878808975219727e-01 5.194040536880493164e-01 1.459825038909912109e-01 7.923861742019653320e-01 8.981007337570190430e-02 4.463111758232116699e-01 1.389288902282714844e-02
4.943212270736694336e-01 4.963597059249877930e-01 5.070114135742187500e-01 1.342229843139648438e-01 7.923861742019653320e-01 8.923435211181640625e-02 4.412010312080383301e-01 1.389288902282714844e-02
4.980355501174926758e-01 4.880028963088989258e-01 5.085718631744384766e-01 1.394189000129699707e-01 7.923861742019653320e-01 8.909040689468383789e-02 4.473331570625305176e-01 1.796758174896240234e-02
5.019111633300781250e-01 4.824316501617431641e-01 4.972491264343261719e-01 1.331714987754821777e-01 7.923861742019653320e-01 8.491653203964233398e-02 4.514213204383850098e-01 1.706075668334960938e-02
5.009423494338989258e-01 4.846601486206054688e-01 4.854590892791748047e-01 1.352781653404235840e-01 7.923861742019653320e-01 8.808290958404541016e-02 4.444714188575744629e-01 2.892887592315673828e-02
5.040106773376464844e-01 4.763033390045166016e-01 4.793970584869384766e-01 1.261414885520935059e-01 7.923861742019653320e-01 8.275765180587768555e-02 4.469243884086608887e-01 2.663230895996093750e-02
4.712283611297607422e-01 4.874458312988281250e-01 4.869815111160278320e-01 1.387259364128112793e-01 7.923861742019653320e-01 8.506047725677490234e-02 4.334335923194885254e-01 2.434563636779785156e-02
4.503964185714721680e-01 4.941312074661254883e-01 4.756270647048950195e-01 1.448994874954223633e-01 7.923861742019653320e-01 9.024178981781005859e-02 4.054301381111145020e-01 2.984893321990966797e-02
4.440983533859252930e-01 4.965826272964477539e-01 4.681355953216552734e-01 1.495235562324523926e-01 7.923861742019653320e-01 9.643065929412841797e-02 4.115623831748962402e-01 2.846896648406982422e-02
4.476511478424072266e-01 4.963597059249877930e-01 4.630779027938842773e-01 1.440889835357666016e-01 7.923861742019653320e-01 1.039147973060607910e-01 4.080875515937805176e-01 3.353822231292724609e-02
4.524956941604614258e-01 5.197589397430419922e-01 4.711253643035888672e-01 1.506199240684509277e-01 7.923861742019653320e-01 1.054980158805847168e-01 4.125843644142150879e-01 3.631436824798583984e-02
4.565329551696777344e-01 5.239931344985961914e-01 4.679876565933227539e-01 1.478856801986694336e-01 7.923861742019653320e-01 9.873348474502563477e-02 4.166724085807800293e-01 4.329788684844970703e-02
4.605700969696044922e-01 5.213189125061035156e-01 4.751765727996826172e-01 1.408629417419433594e-01 7.923861742019653320e-01 9.556710720062255859e-02 4.268926978111267090e-01 4.096579551696777344e-02
4.633154869079589844e-01 5.236587524414062500e-01 4.742738008499145508e-01 1.439812183380126953e-01 7.923861742019653320e-01 9.312033653259277344e-02 4.193297028541564941e-01 4.003286361694335938e-02
4.686446189880371094e-01 5.110650658607482910e-01 4.708251953125000000e-01 1.446293592453002930e-01 7.923861742019653320e-01 8.995395898818969727e-02 4.234178662300109863e-01 3.770720958709716797e-02
4.557255506515502930e-01 5.387012958526611328e-01 4.690321683883666992e-01 1.538133025169372559e-01 7.923861742019653320e-01 8.981007337570190430e-02 4.223957657814025879e-01 3.910326957702636719e-02
4.573403596878051758e-01 5.465009212493896484e-01 4.720240831375122070e-01 1.556425094604492188e-01 7.923861742019653320e-01 9.153711795806884766e-02 4.248486161231994629e-01 4.751527309417724609e-02
4.428063631057739258e-01 5.431581735610961914e-01 4.636721611022949219e-01 1.530961394309997559e-01 7.862800955772399902e-01 8.923435211181640625e-02 4.097226262092590332e-01 4.517006874084472656e-02
4.379616975784301758e-01 5.297873020172119141e-01 4.583437442779541016e-01 1.266511976718902588e-01 7.923861742019653320e-01 8.981007337570190430e-02 4.054301381111145020e-01 4.189848899841308594e-02
4.295643568038940430e-01 5.359156131744384766e-01 4.605596065521240234e-01 1.446293592453002930e-01 7.923861742019653320e-01 9.110534191131591797e-02 4.084962010383605957e-01 4.049932956695556641e-02
4.340860843658447266e-01 5.387012958526611328e-01 4.505584239959716797e-01 1.452786326408386230e-01 7.923861742019653320e-01 9.801381826400756836e-02 4.076786637306213379e-01 4.143226146697998047e-02
4.340860843658447266e-01 5.336871147155761719e-01 4.542226791381835938e-01 1.413318961858749390e-01 7.923861742019653320e-01 9.657454490661621094e-02 4.074742197990417480e-01 3.910326957702636719e-02
4.237507581710815430e-01 5.398154258728027344e-01 4.441474676132202148e-01 1.471781730651855469e-01 7.923861742019653320e-01 9.743809700012207031e-02 4.156856536865234375e-01 4.143226146697998047e-02
4.306948184967041016e-01 5.364726781845092773e-01 4.453082084655761719e-01 1.454409360885620117e-01 7.923861742019653320e-01 9.657454490661621094e-02 3.921439051628112793e-01 4.003286361694335938e-02
4.328922629356384277e-01 5.392583608627319336e-01 4.555442333221435547e-01 1.465252041816711426e-01 7.923861742019653320e-01 9.830164909362792969e-02 3.988892436027526855e-01 3.631436824798583984e-02
4.460362195968627930e-01 5.487294197082519531e-01 4.511442184448242188e-01 1.511687040328979492e-01 7.923861742019653320e-01 8.937823772430419922e-02 4.019553065299987793e-01 4.470050334930419922e-02
4.445828199386596680e-01 5.609861612319946289e-01 4.432619512081146240e-01 1.568660736083984375e-01 7.923861742019653320e-01 9.024178981781005859e-02 3.997069001197814941e-01 4.376757144927978516e-02
4.542720317840576172e-01 5.606518983840942383e-01 4.621877670288085938e-01 1.580933332443237305e-01 7.923861742019653320e-01 8.635580539703369141e-02 4.017508625984191895e-01 4.096579551696777344e-02
4.552410840988159180e-01 5.554149150848388672e-01 4.584916830062866211e-01 1.555868387222290039e-01 7.923861742019653320e-01 7.944732904434204102e-02 4.027729630470275879e-01 3.910326957702636719e-02
4.549180269241333008e-01 5.364726781845092773e-01 4.570180177688598633e-01 1.500711441040039062e-01 7.923861742019653320e-01 6.678181886672973633e-02 3.986847996711730957e-01 4.003286361694335938e-02
4.624439477920532227e-01 5.353584289550781250e-01 4.617437124252319336e-01 1.521027088165283203e-01 7.923861742019653320e-01 6.822109222412109375e-02 3.976628184318542480e-01 3.956639766693115234e-02
4.470051527023315430e-01 5.322386026382446289e-01 4.654545783996582031e-01 1.476131081581115723e-01 7.923861742019653320e-01 6.706964969635009766e-02 3.982760310173034668e-01 3.817367553710937500e-02
4.524956941604614258e-01 5.052736997604370117e-01 4.685839414596557617e-01 1.397932171821594238e-01 7.923861742019653320e-01 6.145650148391723633e-02 3.966407179832458496e-01 3.076887130737304688e-02
4.461976289749145508e-01 4.896743297576904297e-01 4.629299640655517578e-01 1.358063817024230957e-01 7.923861742019653320e-01 5.757051706314086914e-02 3.990936875343322754e-01 3.076887130737304688e-02
4.444212913513183594e-01 4.760804176330566406e-01 4.679876565933227539e-01 1.430107951164245605e-01 7.923861742019653320e-01 6.073689460754394531e-02 3.983488380908966064e-01 3.307509422302246094e-02
4.486199617385864258e-01 4.874458312988281250e-01 4.733730554580688477e-01 1.432797908782958984e-01 7.923861742019653320e-01 6.073689460754394531e-02 3.982963562011718750e-01 3.261518478393554688e-02
4.461976289749145508e-01 4.763033390045166016e-01 4.762295484542846680e-01 1.394189000129699707e-01 7.923861742019653320e-01 5.166953802108764648e-02 4.001157879829406738e-01 3.123199939727783203e-02
4.479740858078002930e-01 4.802031517028808594e-01 4.847000837326049805e-01 1.380341649055480957e-01 7.923861742019653320e-01 5.411630868911743164e-02 3.980715870857238770e-01 3.169190883636474609e-02
4.479740858078002930e-01 4.530155658721923828e-01 4.850045442581176758e-01 1.364411115646362305e-01 7.923861742019653320e-01 5.094993114471435547e-02 4.037949442863464355e-01 3.307509422302246094e-02
4.436138868331909180e-01 4.443242549896240234e-01 4.854590892791748047e-01 1.303439736366271973e-01 7.923861742019653320e-01 4.447323083877563477e-02 4.007288813591003418e-01 4.835598170757293701e-02
4.607294201850891113e-01 4.331817626953125000e-01 4.872879981994628906e-01 1.282106041908264160e-01 7.923861742019653320e-01 5.212041735649108887e-02 3.948011994361877441e-01 2.846896648406982422e-02
4.524956941604614258e-01 4.428757429122924805e-01 4.923310279846191406e-01 1.287302970886230469e-01 8.019148707389831543e-01 4.533678293228149414e-02 3.970496058464050293e-01 3.076887130737304688e-02
4.408684968948364258e-01 4.523469209671020508e-01 4.869815111160278320e-01 1.313361525535583496e-01 7.923861742019653320e-01 4.332178831100463867e-02 4.019553065299987793e-01 3.076887130737304688e-02
4.365084171295166016e-01 4.590324163436889648e-01 4.834842681884765625e-01 1.379275918006896973e-01 7.780749797821044922e-01 4.447323083877563477e-02 3.982760310173034668e-01 3.169190883636474609e-02
4.386076927185058594e-01 4.443242549896240234e-01 4.783397912979125977e-01 1.383528113365173340e-01 7.923861742019653320e-01 3.756475448608398438e-02 3.931658864021301270e-01 3.169190883636474609e-02
4.411915540695190430e-01 4.445471763610839844e-01 4.850045442581176758e-01 1.341176629066467285e-01 7.923861742019653320e-01 3.526192903518676758e-02 3.884646296501159668e-01 4.534849897027015686e-02
4.339245557785034180e-01 4.267191886901855469e-01 4.888126850128173828e-01 1.318594813346862793e-01 7.923861742019653320e-01 3.353482484817504883e-02 3.804928660392761230e-01 2.663230895996093750e-02
4.313406944274902344e-01 4.339617490768432617e-01 4.889649152755737305e-01 1.350141167640686035e-01 7.923861742019653320e-01 2.777779102325439453e-02 3.839676976203918457e-01 2.434563636779785156e-02
4.264960289001464844e-01 4.373046159744262695e-01 4.915655851364135742e-01 1.331714987754821777e-01 7.923861742019653320e-01 3.511804342269897461e-02 3.788575530052185059e-01 2.571570873260498047e-02
4.256886243820190430e-01 4.529041051864624023e-01 4.901869297027587891e-01 1.289895772933959961e-01 7.923861742019653320e-01 1.957404613494873047e-02 3.829457163810729980e-01 2.297210693359375000e-02
4.229433536529541016e-01 4.588558971881866455e-01 4.900346994400024414e-01 1.334343552589416504e-01 7.923861742019653320e-01 1.424872875213623047e-02 3.835589289665222168e-01 2.251863479614257812e-02
4.260115623474121094e-01 4.634895324707031250e-01 4.897302389144897461e-01 1.344871520996093750e-01 7.923861742019653320e-01 6.476640701293945312e-03 3.751782774925231934e-01 1.932811737060546875e-02
4.344090223312377930e-01 4.582413434982299805e-01 4.926376342773437500e-01 1.440889835357666016e-01 7.923861742019653320e-01 1.813477277755737305e-02 3.784487843513488770e-01 2.023828029632568359e-02
4.384462833404541016e-01 4.863314628601074219e-01 4.984840154647827148e-01 1.443591117858886719e-01 7.923861742019653320e-01 1.180195808410644531e-02 3.798796534538269043e-01 3.348150476813316345e-02
4.405455589294433594e-01 4.679464101791381836e-01 5.000275373458862305e-01 1.389924287796020508e-01 7.925648689270019531e-01 5.613148212432861328e-03 3.774266839027404785e-01 2.069509029388427734e-02
4.476511478424072266e-01 4.724034070968627930e-01 5.051444768905639648e-01 1.415594816207885742e-01 7.925648689270019531e-01 4.317760467529296875e-03 3.869578540325164795e-01 2.206206321716308594e-02
4.579863548278808594e-01 4.790889024734497070e-01 5.034359693527221680e-01 1.395254731178283691e-01 7.923861742019653320e-01 7.340192794799804688e-03 3.798796534538269043e-01 2.617573738098144531e-02
4.549180269241333008e-01 4.790889024734497070e-01 5.014208555221557617e-01 1.424729228019714355e-01 7.923861742019653320e-01 1.266551017761230469e-02 3.782443404197692871e-01 2.800917625427246094e-02
4.549180269241333008e-01 4.757461547851562500e-01 5.062333345413208008e-01 1.423106193542480469e-01 7.923861742019653320e-01 1.280945539474487305e-02 3.778355717658996582e-01 3.030896186828613281e-02
4.516882896423339844e-01 4.757461547851562500e-01 5.121663808822631836e-01 1.450617909431457520e-01 7.923861742019653320e-01 -7.726925425231456757e-03 3.786532282829284668e-01 2.892887592315673828e-02
4.537876844406127930e-01 4.710663557052612305e-01 5.124814510345458984e-01 1.450072526931762695e-01 7.923861742019653320e-01 7.484197616577148438e-03 3.784487843513488770e-01 2.617573738098144531e-02
4.570174217224121094e-01 4.802031517028808594e-01 5.067006349563598633e-01 1.517174243927001953e-01 7.923861742019653320e-01 9.211301803588867188e-03 3.802885413169860840e-01 2.846896648406982422e-02
4.570174217224121094e-01 4.796459674835205078e-01 5.099759101867675781e-01 1.523788571357727051e-01 7.923861742019653320e-01 9.787023067474365234e-03 3.811059594154357910e-01 2.892887592315673828e-02
4.549180269241333008e-01 4.757461547851562500e-01 5.070114135742187500e-01 1.511687040328979492e-01 7.923861742019653320e-01 6.476640701293945312e-03 3.809017539024353027e-01 2.892887592315673828e-02
4.555640220642089844e-01 4.673893451690673828e-01 5.039011240005493164e-01 1.482673287391662598e-01 7.923861742019653320e-01 3.022491931915283203e-03 3.811059594154357910e-01 2.892887592315673828e-02
4.554024934768676758e-01 4.705091714859008789e-01 5.018860101699829102e-01 1.481582522392272949e-01 7.923861742019653320e-01 0.000000000000000000e+00 3.772223591804504395e-01 2.709245681762695312e-02
4.629924297332763672e-01 4.751890897750854492e-01 5.112276077270507812e-01 1.517174243927001953e-01 7.923861742019653320e-01 4.461765289306640625e-03 3.794708847999572754e-01 2.663230895996093750e-02
4.681600332260131836e-01 4.813174009323120117e-01 5.118534564971923828e-01 1.523788571357727051e-01 7.923861742019653320e-01 1.957404613494873047e-02 3.793170750141143799e-01 3.076887130737304688e-02
4.637999534606933594e-01 4.721806049346923828e-01 5.104452371597290039e-01 1.477221250534057617e-01 7.923861742019653320e-01 1.165807247161865234e-02 3.874426484107971191e-01 3.076887130737304688e-02
4.557255506515502930e-01 4.726262092590332031e-01 5.132637023925781250e-01 1.467965841293334961e-01 7.923861742019653320e-01 1.252162456512451172e-02 3.876469731330871582e-01 2.846896648406982422e-02
4.570174217224121094e-01 4.708434343338012695e-01 5.159343481063842773e-01 1.495235562324523926e-01 7.923861742019653320e-01 6.620645523071289062e-03 3.856028914451599121e-01 2.663230895996093750e-02
4.565329551696777344e-01 4.740747213363647461e-01 5.135787725448608398e-01 1.611775755882263184e-01 7.923861742019653320e-01 6.620645523071289062e-03 3.853985667228698730e-01 2.846896648406982422e-02
4.403840303421020508e-01 4.701749086380004883e-01 5.145198106765747070e-01 1.642861962318420410e-01 7.923861742019653320e-01 6.476640701293945312e-03 3.727255463600158691e-01 2.846896648406982422e-02
4.311792850494384766e-01 4.729605913162231445e-01 5.095086097717285156e-01 1.668459773063659668e-01 7.949081659317016602e-01 5.613148212432861328e-03 3.686373829841613770e-01 2.846896648406982422e-02
4.306948184967041016e-01 4.761918783187866211e-01 5.063877105712890625e-01 1.705711483955383301e-01 7.923861742019653320e-01 5.901038646697998047e-03 3.712946772575378418e-01 2.892887592315673828e-02
