7.593782152980566025e-03 1.185263320803642273e-01 7.555357646197080612e-03 7.555357646197080612e-03 7.555357646197080612e-03 1.017540786415338516e-02 7.555357646197080612e-03 9.247786365449428558e-03 7.555357646197080612e-03 3.204519301652908325e-02 7.555357646197080612e-03 1.198474783450365067e-02 1.020810231566429138e-01 7.918322831392288208e-02 1.808560453355312347e-02 7.555357646197080612e-03 1.802439056336879730e-02 7.555357646197080612e-03 1.092269085347652435e-02 8.099171333014965057e-03 1.562026888132095337e-02 3.437074273824691772e-02 7.555357646197080612e-03 7.555357646197080612e-03 7.555357646197080612e-03 1.911645531654357910e-01 7.555357646197080612e-03 7.555357646197080612e-03 1.604940593242645264e-01 7.555357646197080612e-03 2.569804154336452484e-02 7.555357646197080612e-03 1.068654283881187439e-02 7.555357646197080612e-03 7.555357646197080612e-03 7.555357646197080612e-03
5.362901370972394943e-03 5.362901370972394943e-03 6.195829808712005615e-02 6.657475139945745468e-03 9.812698699533939362e-03 1.006702408194541931e-01 1.857006251811981201e-01 5.788816139101982117e-03 1.966979652643203735e-01 2.149801328778266907e-02 5.362901370972394943e-03 1.064125541597604752e-02 1.547814905643463135e-01 5.362901370972394943e-03 1.215432677417993546e-02 1.111274585127830505e-02 5.717676132917404175e-03 1.080392301082611084e-02 5.362901370972394943e-03 1.085878536105155945e-02 5.362901370972394943e-03 5.362901370972394943e-03 2.440736629068851471e-02 5.362901370972394943e-03 5.752604454755783081e-02 5.959437228739261627e-03 5.436922423541545868e-03 5.362901370972394943e-03 5.362901370972394943e-03 9.942030534148216248e-03 7.513188757002353668e-03 6.008825730532407761e-03 5.362901370972394943e-03 5.362901370972394943e-03 8.634182624518871307e-03 5.362901370972394943e-03
1.460779341869056225e-03 1.460779341869056225e-03 1.641544280573725700e-03 2.614062726497650146e-01 1.877988688647747040e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.076279487460851669e-02 1.460779341869056225e-03 1.460779341869056225e-03 2.536742016673088074e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.460779341869056225e-03 1.460779341869056225e-03 3.715971717610955238e-03 6.354883778840303421e-03 1.460779341869056225e-03 9.996057488024234772e-03 1.526439446024596691e-03 1.460779341869056225e-03 7.961848750710487366e-03 1.460779341869056225e-03 1.460779341869056225e-03 2.834699582308530807e-03 1.460779341869056225e-03 5.861865878105163574e-01 1.460779341869056225e-03 8.067429065704345703e-03 2.671839203685522079e-03 3.951971232891082764e-02 2.372357621788978577e-02
1.141113415360450745e-02 1.141113415360450745e-02 1.773447729647159576e-02 8.177276700735092163e-02 1.850762031972408295e-02 2.868613041937351227e-02 2.730600535869598389e-02 7.141535729169845581e-02 1.141113415360450745e-02 1.170040592551231384e-01 1.141113415360450745e-02 2.210462652146816254e-02 1.474234275519847870e-02 4.207918792963027954e-02 1.141113415360450745e-02 1.141113415360450745e-02 1.210908498615026474e-02 3.135767579078674316e-02 1.141113415360450745e-02 1.254717633128166199e-02 1.141113415360450745e-02 1.141113415360450745e-02 1.492529455572366714e-02 1.141113415360450745e-02 2.628180757164955139e-02 3.211355209350585938e-02 1.141113415360450745e-02 1.193694584071636200e-02 1.415551733225584030e-02 1.141113415360450745e-02 7.606477290391921997e-02 4.707189649343490601e-02 1.141113415360450745e-02 1.141113415360450745e-02 9.275229275226593018e-02 2.757545746862888336e-02
1.475533470511436462e-02 1.475533470511436462e-02 1.475533470511436462e-02 1.475533470511436462e-02 1.475533470511436462e-02 1.940432935953140259e-02 4.079603776335716248e-02 1.475533470511436462e-02 7.012669742107391357e-02 1.475533470511436462e-02 1.475533470511436462e-02 1.748130656778812408e-02 1.475533470511436462e-02 1.475533470511436462e-02 1.475533470511436462e-02 2.606269158422946930e-02 1.690174825489521027e-02 1.770087704062461853e-02 1.475533470511436462e-02 2.683566324412822723e-02 2.824681252241134644e-02 1.475533470511436462e-02 1.833889260888099670e-02 9.996377676725387573e-02 3.571570664644241333e-02 1.475533470511436462e-02 1.091541945934295654e-01 1.475533470511436462e-02 1.475533470511436462e-02 7.063975185155868530e-02 1.475533470511436462e-02 1.475533470511436462e-02 1.475533470511436462e-02 4.728364944458007812e-02 6.024117395281791687e-02 1.475533470511436462e-02
2.305744215846061707e-02 2.061311155557632446e-02 1.355319749563932419e-02 3.990280255675315857e-02 5.103380978107452393e-02 1.692883111536502838e-02 1.355319749563932419e-02 3.281700983643531799e-02 5.005408450961112976e-02 2.496610395610332489e-02 1.525145582854747772e-02 2.575179561972618103e-02 1.508652511984109879e-02 2.711869776248931885e-02 1.565731503069400787e-02 1.355319749563932419e-02 1.355319749563932419e-02 1.410027220845222473e-02 1.355319749563932419e-02 1.355319749563932419e-02 1.355319749563932419e-02 1.355319749563932419e-02 4.871296882629394531e-02 2.358419820666313171e-02 1.355319749563932419e-02 1.533667296171188354e-01 1.369081344455480576e-02 5.966786667704582214e-02 3.998128697276115417e-02 1.355319749563932419e-02 2.869050577282905579e-02 1.355319749563932419e-02 1.355319749563932419e-02 1.355319749563932419e-02 1.355319749563932419e-02 7.022162526845932007e-02
8.103935979306697845e-03 5.004432052373886108e-03 5.004432052373886108e-03 3.264781534671783447e-01 7.157439365983009338e-03 5.004432052373886108e-03 3.424492850899696350e-02 5.004432052373886108e-03 5.004432052373886108e-03 7.289008796215057373e-02 5.004432052373886108e-03 5.051061511039733887e-03 5.007217638194561005e-03 2.163480818271636963e-01 5.004432052373886108e-03 5.004432052373886108e-03 4.157542809844017029e-02 5.004432052373886108e-03 5.004432052373886108e-03 5.004432052373886108e-03 1.324137859046459198e-02 5.004432052373886108e-03 5.004432052373886108e-03 5.004432052373886108e-03 1.413313765078783035e-02 5.004432052373886108e-03 1.650076545774936676e-02 5.004432052373886108e-03 5.004432052373886108e-03 3.865572437644004822e-02 1.817393675446510315e-02 5.004432052373886108e-03 5.004432052373886108e-03 5.035002157092094421e-02 2.149236015975475311e-02 1.551218517124652863e-02
1.441402267664670944e-02 1.264168042689561844e-02 1.181499883532524109e-01 9.880729019641876221e-02 1.264168042689561844e-02 1.264168042689561844e-02 3.658499941229820251e-02 1.958061195909976959e-02 1.264168042689561844e-02 1.264168042689561844e-02 3.941702097654342651e-02 1.264168042689561844e-02 4.810845479369163513e-02 1.315218675881624222e-02 2.180304564535617828e-02 1.288199704140424728e-02 1.264168042689561844e-02 2.519478835165500641e-02 1.264168042689561844e-02 1.264168042689561844e-02 1.264168042689561844e-02 1.264168042689561844e-02 2.446608617901802063e-02 1.264168042689561844e-02 1.264168042689561844e-02 1.264168042689561844e-02 1.264168042689561844e-02 2.456463687121868134e-02 2.003517188131809235e-02 1.264168042689561844e-02 2.769766189157962799e-02 4.378038644790649414e-02 1.264168042689561844e-02 1.264168042689561844e-02 1.558643430471420288e-01 2.794706448912620544e-02
2.851238660514354706e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.167642861604690552e-02 2.330373972654342651e-02 2.044295892119407654e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.776481211185455322e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.718658745288848877e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.404908835887908936e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.038879506289958954e-02 2.038879506289958954e-02 4.775121435523033142e-02 2.038879506289958954e-02 2.219064719974994659e-02 2.644682489335536957e-02 2.296513877809047699e-02 1.178538799285888672e-01 2.721668966114521027e-02 2.038879506289958954e-02 5.679650604724884033e-02 2.437947504222393036e-02 2.038879506289958954e-02 2.038879506289958954e-02 6.026563420891761780e-02 2.038879506289958954e-02 3.381096944212913513e-02
1.731949299573898315e-02 1.893885731697082520e-01 2.266202308237552643e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.110028773546218872e-01 1.187563035637140274e-02 1.187563035637140274e-02 1.860804855823516846e-02 1.029113754630088806e-01 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 2.686026878654956818e-02 1.197032257914543152e-02 1.002580225467681885e-01 1.187563035637140274e-02 1.187563035637140274e-02 1.400989759713411331e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 4.482645913958549500e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 1.187563035637140274e-02 2.199157327413558960e-02 1.187563035637140274e-02 4.505150765180587769e-02
1.502045895904302597e-02 1.135000772774219513e-02 1.135000772774219513e-02 8.281328529119491577e-02 1.104120388627052307e-01 2.195704542100429535e-02 1.177349686622619629e-02 1.135000772774219513e-02 1.956972107291221619e-02 5.015259981155395508e-02 1.169654261320829391e-02 1.135000772774219513e-02 2.243664860725402832e-02 5.424037948250770569e-02 1.135000772774219513e-02 1.135000772774219513e-02 1.686938852071762085e-02 3.720084577798843384e-02 1.135000772774219513e-02 1.135000772774219513e-02 1.135000772774219513e-02 1.135000772774219513e-02 1.298048812896013260e-02 3.131288290023803711e-02 3.261897712945938110e-02 1.135000772774219513e-02 1.135000772774219513e-02 7.248447835445404053e-02 1.135000772774219513e-02 1.253925710916519165e-01 1.398438308387994766e-02 1.135000772774219513e-02 1.136744301766157150e-02 3.194130212068557739e-02 1.135000772774219513e-02 4.352490976452827454e-02
