1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036
87.1567,83.57628,86.71348,87.78856,98.36226,95.93317,88.21185,100.204926,94.24461,101.7222,106.44141,91.793724,106.44797,104.30715,97.2215,98.31424,91.2287,110.40335,128.43921,106.0917,110.66692,81.85295,86.8396,103.46332,79.61896,99.72304,92.77531,102.274704,103.47819,76.89475,93.40318,82.04645,83.4364,111.42697,119.37282,125.275635
70.991974,92.24462,82.33595,86.38136,92.17615,75.86482,89.14021,81.30496,82.82904,96.44754,86.97229,86.22754,86.21838,94.8518,91.12904,89.65544,79.08154,83.66945,94.11302,95.86486,81.90921,79.456474,89.42548,77.66182,89.70143,81.23397,88.24667,97.22551,87.474884,84.40163,73.99484,79.66718,82.70523,90.08362,83.034164,106.90421
85.43457,88.17472,82.904915,82.06265,90.26713,76.83043,84.335434,79.75755,91.6345,82.883575,92.73713,94.24446,79.71434,82.41614,76.21661,91.61542,82.353424,80.181114,83.91986,88.606346,78.86906,80.90784,73.27043,89.185715,88.668655,77.804436,92.42385,81.87367,88.1595,89.48943,93.21641,77.61961,70.77391,91.91759,79.207245,100.423996
78.68872,84.15383,80.42174,90.76425,79.77043,85.2623,85.806595,84.18767,80.939926,78.887726,97.15758,76.6111,81.65393,82.50063,91.20859,87.787926,89.01788,87.86179,84.796,94.68176,77.722725,82.87874,69.99765,86.40962,72.10039,83.78891,89.30362,72.635086,77.77572,82.40121,82.31151,90.246475,82.780426,93.015,89.63196,85.73298
92.88618,81.60301,75.623085,87.82058,97.77928,90.77073,79.94918,74.38368,91.06881,87.85365,90.18207,88.1485,81.529106,78.9326,95.60231,80.18799,87.094955,89.15904,76.06151,79.82582,76.423195,76.46991,80.86705,78.95814,81.3734,94.785675,78.36364,75.58865,83.69852,81.82333,83.674545,84.612015,85.578255,89.03633,93.350784,79.858955
87.70944,79.88551,78.50697,85.0336,94.404495,89.97563,83.22031,95.78411,87.85186,80.42289,97.22914,88.70209,76.13137,87.64813,85.53426,76.86043,87.8961,94.84047,84.021164,81.61035,76.43619,91.5114,75.578445,89.18604,87.08887,91.9387,79.29943,66.044495,80.87909,83.69991,81.65139,76.09892,74.503685,97.444115,93.410095,81.60842
97.37743,76.7105,73.26784,87.49865,81.18327,84.36791,67.56683,85.42325,81.362724,70.92661,85.1101,91.82578,73.76808,77.739494,82.25228,74.90638,81.68403,80.015305,77.20485,77.91989,88.14441,82.59935,80.2942,93.15082,80.94406,84.902534,83.456924,71.82881,93.03536,88.50836,80.32144,80.61452,85.357414,82.70283,80.80988,80.95578
74.92872,90.903854,79.56304,86.676956,84.37167,93.13376,82.44875,78.875885,94.22955,91.34231,88.00052,97.03554,80.3957,77.62437,85.9886,76.79802,88.44551,86.926506,88.41785,75.37094,83.677505,88.43047,71.128876,87.86034,83.85034,82.68555,80.757164,81.73776,79.8606,84.34168,83.76584,76.760895,82.18964,83.65055,89.01377,89.131355
88.187775,78.03023,87.3976,86.417496,75.11539,96.495155,98.88075,88.84797,80.540886,86.146805,82.77117,94.5309,77.49217,71.17767,93.04022,87.44668,89.27499,84.646194,75.65634,76.751396,93.39724,88.30259,73.39711,86.86831,83.418,78.5159,86.6931,78.78081,85.333885,83.91176,87.70335,87.35747,79.752045,96.452545,70.71391,76.57538
76.14665,74.057724,82.91083,74.94688,90.966415,82.61571,85.44525,83.049904,84.16162,98.26996,82.51402,92.93142,75.18732,81.23098,84.90842,80.22312,90.31882,70.50021,83.68769,82.25091,85.14525,95.517296,78.77482,95.68626,84.94578,84.34254,82.66507,92.703995,88.72282,89.89154,76.984055,89.69742,87.926834,81.67219,76.91116,91.20489
80.452194,83.79321,76.7338,81.416916,85.45375,75.53346,74.72007,86.15286,81.7909,94.933716,91.22393,86.460335,78.93909,91.046814,89.95345,80.26933,79.71013,90.63013,92.85023,87.506485,94.80942,85.056404,85.83033,68.32529,89.693115,98.01443,80.46748,78.798904,93.90041,84.5272,88.49472,84.54247,90.93529,78.71381,80.484375,95.913994
