4.999975562095642090e-01 1.000000000000000000e+00 8.535530567169189453e-01 1.000000000000000000e+00 1.000000000000000000e+00 6.229301095008850098e-01
3.828145563602447510e-01 4.978063106536865234e-01 4.728689789772033691e-01 4.996203184127807617e-01 5.425208210945129395e-01 4.624036252498626709e-01
4.767202436923980713e-01 5.911228656768798828e-01 5.451892018318176270e-01 5.634579658508300781e-01 6.926774978637695312e-01 5.533984303474426270e-01
5.141841173171997070e-01 6.408852934837341309e-01 6.140502095222473145e-01 6.565493941307067871e-01 7.192903161048889160e-01 6.168705224990844727e-01
5.512457489967346191e-01 6.550830006599426270e-01 6.524319648742675781e-01 6.684305071830749512e-01 7.156673073768615723e-01 6.468334197998046875e-01
5.854896306991577148e-01 6.933522820472717285e-01 6.729196310043334961e-01 6.946167945861816406e-01 6.812685728073120117e-01 7.396296858787536621e-01
6.143234372138977051e-01 6.655421853065490723e-01 7.039179801940917969e-01 7.219673395156860352e-01 6.424612998962402344e-01 7.249870300292968750e-01
6.772686839103698730e-01 6.995003223419189453e-01 7.600616812705993652e-01 6.979002952575683594e-01 5.906874537467956543e-01 7.721982002258300781e-01
6.837294101715087891e-01 6.908934712409973145e-01 7.938661575317382812e-01 7.062620520591735840e-01 5.145856142044067383e-01 8.051255941390991211e-01
7.874724864959716797e-01 6.932073831558227539e-01 7.940956354141235352e-01 6.934922933578491211e-01 4.428799450397491455e-01 8.176432251930236816e-01
8.175586462020874023e-01 6.537220478057861328e-01 8.472832441329956055e-01 7.036365270614624023e-01 3.536396920680999756e-01 8.120292425155639648e-01
8.760142326354980469e-01 6.671813130378723145e-01 8.735767006874084473e-01 6.820583939552307129e-01 2.578430473804473877e-01 7.947940826416015625e-01
9.111756086349487305e-01 6.304672956466674805e-01 8.605191707611083984e-01 6.510113477706909180e-01 2.087406069040298462e-01 7.628377676010131836e-01
9.448785781860351562e-01 6.153279542922973633e-01 8.927782773971557617e-01 6.307926177978515625e-01 1.077244281768798828e-01 7.165995240211486816e-01
9.774091839790344238e-01 5.770378708839416504e-01 8.873213529586791992e-01 5.830922126770019531e-01 5.615111440420150757e-02 6.818711161613464355e-01
1.002891898155212402e+00 5.418584942817687988e-01 8.998667597770690918e-01 5.553000569343566895e-01 -8.345012553036212921e-03 6.445370316505432129e-01
9.983265399932861328e-01 4.982951283454895020e-01 8.590840697288513184e-01 5.032462477684020996e-01 -4.245946649461984634e-03 6.164993047714233398e-01
1.002295851707458496e+00 4.570737481117248535e-01 8.152710795402526855e-01 4.471996724605560303e-01 2.005563303828239441e-02 5.999224781990051270e-01
9.836926460266113281e-01 4.086167514324188232e-01 7.690867185592651367e-01 3.867965936660766602e-01 1.592171005904674530e-02 5.756580829620361328e-01
9.813648462295532227e-01 3.446441888809204102e-01 7.321577668190002441e-01 3.240837752819061279e-01 6.910825520753860474e-02 5.594221949577331543e-01
9.548461437225341797e-01 3.084739446640014648e-01 6.715732216835021973e-01 2.765391469001770020e-01 1.499930471181869507e-01 5.226678848266601562e-01
9.442739486694335938e-01 2.588125467300415039e-01 6.331968307495117188e-01 2.284637391567230225e-01 2.383043766021728516e-01 5.276619791984558105e-01
8.978487849235534668e-01 2.140626162290573120e-01 5.883072614669799805e-01 1.912222951650619507e-01 3.275079727172851562e-01 5.165268778800964355e-01
8.734153509140014648e-01 1.648392975330352783e-01 5.385110378265380859e-01 1.392552405595779419e-01 4.094984531402587891e-01 5.341746807098388672e-01
8.617280721664428711e-01 1.264406889677047729e-01 4.891272187232971191e-01 8.669929951429367065e-02 4.961737096309661865e-01 4.938631653785705566e-01
8.078431487083435059e-01 9.558495879173278809e-02 4.127118885517120361e-01 6.554262340068817139e-02 6.219754219055175781e-01 4.778026044368743896e-01
7.629243731498718262e-01 6.883390992879867554e-02 3.658512830734252930e-01 5.645566061139106750e-02 7.101066112518310547e-01 4.683017730712890625e-01
7.117728590965270996e-01 5.598499998450279236e-02 3.354279398918151855e-01 3.842722624540328979e-02 8.142840862274169922e-01 4.669330418109893799e-01
6.684218049049377441e-01 4.216799885034561157e-02 2.757648825645446777e-01 2.580036781728267670e-02 8.875287771224975586e-01 4.360651969909667969e-01
6.315079331398010254e-01 1.612675562500953674e-02 2.359033823013305664e-01 1.862690784037113190e-02 9.384128451347351074e-01 4.220934808254241943e-01
5.680544972419738770e-01 -5.279372446238994598e-03 2.059924900531768799e-01 2.004693262279033661e-02 9.735674262046813965e-01 4.232985377311706543e-01
5.141699314117431641e-01 6.003637798130512238e-03 1.607913076877593994e-01 6.186044774949550629e-04 9.961533546447753906e-01 3.856504261493682861e-01
4.681116938591003418e-01 3.705482464283704758e-03 1.199961602687835693e-01 2.836891915649175644e-03 9.920964837074279785e-01 3.506999909877777100e-01
4.160299897193908691e-01 2.704499289393424988e-03 9.781877696514129639e-02 3.992510959506034851e-03 9.741311669349670410e-01 3.184548318386077881e-01
3.651553988456726074e-01 -6.872316356748342514e-03 7.817369699478149414e-02 1.994366012513637543e-02 9.296460747718811035e-01 2.673706412315368652e-01
3.159270286560058594e-01 2.078312635421752930e-02 5.653724074363708496e-02 1.435069926083087921e-02 8.711460828781127930e-01 2.289887368679046631e-01
2.857295870780944824e-01 3.853689134120941162e-02 4.282433539628982544e-03 3.619617968797683716e-02 8.041611313819885254e-01 1.457975804805755615e-01
2.171396911144256592e-01 7.170914113521575928e-02 2.395143359899520874e-02 5.968699231743812561e-02 6.821118593215942383e-01 9.056349098682403564e-02
1.991682052612304688e-01 1.054807230830192566e-01 -1.114768069237470627e-02 7.775096595287322998e-02 5.785560607910156250e-01 4.383727163076400757e-02
1.668805181980133057e-01 1.592282205820083618e-01 5.413243547081947327e-03 1.092349961400032043e-01 4.804961085319519043e-01 1.299930922687053680e-02
1.214945912361145020e-01 1.932428330183029175e-01 2.099860459566116333e-03 1.408986300230026245e-01 3.727675080299377441e-01 3.078202158212661743e-02
1.033682897686958313e-01 2.073966115713119507e-01 1.684494875371456146e-02 1.746539324522018433e-01 3.101339340209960938e-01 4.306863620877265930e-02
5.295086279511451721e-02 2.343620061874389648e-01 3.784242644906044006e-02 2.001318782567977905e-01 2.170116305351257324e-01 1.321088820695877075e-01
3.117168694734573364e-02 3.013529777526855469e-01 2.989057451486587524e-02 2.397069931030273438e-01 1.443129777908325195e-01 1.967608630657196045e-01
3.662349656224250793e-03 3.827048540115356445e-01 7.113983482122421265e-02 3.116269707679748535e-01 1.070424690842628479e-01 2.570889592170715332e-01
1.756609044969081879e-02 3.912350535392761230e-01 7.488881796598434448e-02 3.757948577404022217e-01 5.424889177083969116e-02 2.834428548812866211e-01
2.456733025610446930e-03 4.451259672641754150e-01 1.231751888990402222e-01 4.487146437168121338e-01 9.660009294748306274e-03 3.268986940383911133e-01
5.370463244616985321e-03 4.915999472141265869e-01 1.371374428272247314e-01 5.032503008842468262e-01 8.129100315272808075e-04 3.649376332759857178e-01
-5.489210598170757294e-03 5.452679991722106934e-01 1.860669702291488647e-01 5.541008710861206055e-01 2.992615103721618652e-02 3.963408470153808594e-01
1.281108241528272629e-03 5.967158675193786621e-01 2.100559026002883911e-01 6.152744889259338379e-01 3.643052279949188232e-02 4.107345044612884521e-01
1.638404466211795807e-02 6.321678757667541504e-01 2.539873719215393066e-01 6.573354005813598633e-01 7.329219579696655273e-02 4.442932605743408203e-01
2.024661935865879059e-02 6.939730644226074219e-01 3.037080764770507812e-01 7.163513898849487305e-01 1.261703372001647949e-01 4.401124417781829834e-01
4.525776952505111694e-02 7.231072187423706055e-01 3.422114551067352295e-01 7.771594524383544922e-01 2.107869833707809448e-01 4.690178930759429932e-01
8.159355074167251587e-02 7.774235010147094727e-01 4.007442891597747803e-01 8.127673268318176270e-01 2.930684685707092285e-01 4.780366718769073486e-01
1.098944023251533508e-01 8.260096907615661621e-01 4.454578161239624023e-01 8.537138700485229492e-01 3.849654495716094971e-01 4.752531945705413818e-01
1.444919407367706299e-01 8.651998043060302734e-01 4.989986419677734375e-01 8.940778374671936035e-01 4.703571498394012451e-01 5.048175454139709473e-01
1.877769678831100464e-01 8.793697357177734375e-01 5.518727302551269531e-01 9.201760292053222656e-01 5.956909656524658203e-01 5.164017081260681152e-01
2.191152274608612061e-01 9.070191979408264160e-01 5.930104851722717285e-01 9.551700353622436523e-01 6.814750432968139648e-01 5.016189813613891602e-01
2.709377408027648926e-01 9.609020352363586426e-01 6.585118174552917480e-01 9.899480342864990234e-01 7.965924739837646484e-01 5.232440233230590820e-01
3.047582507133483887e-01 9.647125601768493652e-01 6.904518008232116699e-01 9.914972186088562012e-01 8.560356497764587402e-01 5.428392887115478516e-01
3.654192090034484863e-01 1.004361629486083984e+00 7.515441179275512695e-01 9.934999942779541016e-01 9.231374859809875488e-01 5.770069360733032227e-01
3.916552960872650146e-01 9.918152093887329102e-01 7.739127874374389648e-01 1.001541256904602051e+00 9.684717059135437012e-01 5.772038698196411133e-01
4.610170722007751465e-01 9.959508180618286133e-01 8.121128082275390625e-01 9.969562292098999023e-01 1.011970758438110352e+00 6.141521334648132324e-01
5.084045529365539551e-01 9.999293088912963867e-01 8.594477176666259766e-01 9.999545812606811523e-01 9.996924996376037598e-01 6.275591254234313965e-01
3.284444212913513184e-01 3.924033939838409424e-01 4.160324931144714355e-01 4.992048740386962891e-01 5.332989692687988281e-01 4.403846859931945801e-01
4.875046610832214355e-01 5.747111439704895020e-01 5.497464537620544434e-01 5.777563452720642090e-01 6.478467583656311035e-01 5.933358073234558105e-01
5.254862308502197266e-01 6.284128427505493164e-01 6.014894247055053711e-01 6.388814449310302734e-01 6.947151422500610352e-01 6.390170454978942871e-01
5.331456065177917480e-01 6.598132252693176270e-01 6.464275121688842773e-01 6.700442433357238770e-01 7.092145085334777832e-01 6.841075420379638672e-01
5.714318156242370605e-01 7.041957378387451172e-01 7.006125450134277344e-01 6.982503533363342285e-01 6.817870736122131348e-01 7.087701559066772461e-01
6.315531134605407715e-01 6.902517676353454590e-01 7.315008640289306641e-01 7.117131948471069336e-01 6.193874478340148926e-01 7.651894688606262207e-01
6.860324144363403320e-01 6.711796522140502930e-01 7.683004736900329590e-01 7.032418251037597656e-01 5.701718926429748535e-01 7.860807180404663086e-01
7.435852289199829102e-01 6.900514364242553711e-01 7.637830376625061035e-01 7.170306444168090820e-01 5.093182325363159180e-01 8.140707612037658691e-01
7.655434608459472656e-01 6.752623319625854492e-01 8.290679454803466797e-01 7.090855836868286133e-01 4.437215328216552734e-01 8.035232424736022949e-01
8.085527420043945312e-01 6.648530364036560059e-01 8.423869609832763672e-01 6.808379888534545898e-01 3.353433907032012939e-01 8.018958568572998047e-01
8.759256005287170410e-01 6.544857025146484375e-01 8.545315265655517578e-01 6.667647361755371094e-01 2.647163569927215576e-01 7.750175595283508301e-01
9.091817140579223633e-01 6.092852354049682617e-01 8.792277574539184570e-01 6.521795988082885742e-01 2.024634480476379395e-01 7.584711313247680664e-01
9.217505455017089844e-01 6.033086776733398438e-01 8.890694975852966309e-01 6.160378456115722656e-01 1.161419227719306946e-01 7.156749367713928223e-01
9.791112542152404785e-01 5.657699108123779297e-01 9.038276076316833496e-01 5.809651017189025879e-01 5.500286817550659180e-02 6.573445796966552734e-01
1.011283874511718750e+00 5.394923090934753418e-01 8.697118759155273438e-01 5.578507781028747559e-01 -2.353295683860778809e-03 6.571884155273437500e-01
9.976334571838378906e-01 4.862556457519531250e-01 8.477177023887634277e-01 4.825855195522308350e-01 1.454374473541975021e-02 6.145731210708618164e-01
9.796624183654785156e-01 4.380362331867218018e-01 8.065975904464721680e-01 4.405357837677001953e-01 1.141842454671859741e-02 5.829566121101379395e-01
9.920965433120727539e-01 3.901294767856597900e-01 7.792274951934814453e-01 3.777923583984375000e-01 4.352905228734016418e-02 5.625350475311279297e-01
9.647299647331237793e-01 3.325831592082977295e-01 7.237137556076049805e-01 3.293091654777526855e-01 8.674623072147369385e-02 5.509911775588989258e-01
9.501462578773498535e-01 2.929253578186035156e-01 6.582446694374084473e-01 2.544049322605133057e-01 1.578515619039535522e-01 5.318890810012817383e-01
9.276277422904968262e-01 2.415368854999542236e-01 6.394303441047668457e-01 2.121606618165969849e-01 2.345591187477111816e-01 5.160773396492004395e-01
8.888274431228637695e-01 2.141107320785522461e-01 5.718308687210083008e-01 1.919650435447692871e-01 3.306590914726257324e-01 5.278121232986450195e-01
8.756127357482910156e-01 1.648578047752380371e-01 5.417582988739013672e-01 1.418533325195312500e-01 4.393760859966278076e-01 5.030291080474853516e-01
8.454527854919433594e-01 1.344074606895446777e-01 4.826344251632690430e-01 1.093855127692222595e-01 5.162011981010437012e-01 4.828184247016906738e-01
8.085576295852661133e-01 8.591586351394653320e-02 4.233041107654571533e-01 6.874847412109375000e-02 6.232643127441406250e-01 4.902070462703704834e-01
7.509301900863647461e-01 7.049711793661117554e-02 3.731471598148345947e-01 4.703301936388015747e-02 7.214242815971374512e-01 4.776586294174194336e-01
7.081778645515441895e-01 5.285846069455146790e-02 3.138933181762695312e-01 2.711265534162521362e-02 8.239843845367431641e-01 4.577920436859130859e-01
6.739162206649780273e-01 2.882638201117515564e-02 2.738111913204193115e-01 1.466246973723173141e-02 8.998862504959106445e-01 4.445195794105529785e-01
6.185488104820251465e-01 3.317866101861000061e-02 2.395231574773788452e-01 1.187455561012029648e-02 9.437438249588012695e-01 4.226049780845642090e-01
5.711022019386291504e-01 8.946459740400314331e-03 1.867903769016265869e-01 1.163579616695642471e-02 9.897130727767944336e-01 3.920583426952362061e-01
