"(1001, 0)","(1002, 0)","(1003, 0)","(1004, 0)","(1005, 0)","(1006, 0)","(1007, 0)","(1008, 0)","(1009, 0)","(1010, 0)","(1011, 0)","(1012, 0)","(1013, 0)","(1014, 0)","(1015, 0)","(1016, 0)","(1017, 0)","(1018, 0)","(1019, 0)","(1020, 0)","(1021, 0)","(1022, 0)","(1023, 0)","(1024, 0)","(1025, 0)","(1026, 0)","(1027, 0)","(1028, 0)","(1029, 0)","(1030, 0)","(1031, 0)","(1032, 0)","(1033, 0)","(1034, 0)","(1035, 0)","(1036, 0)"
-18.251282639801502,27.386482551693916,45.022895485162735,40.528198286890984,47.310184836387634,33.30835431814194,33.9806587100029,10.34512473642826,37.51308976113796,26.89692485332489,18.85711133480072,25.147049233317375,49.37232181429863,59.71187944710255,61.16962952911854,15.203612551093102,21.880332186818123,20.250304847955704,24.88851809501648,20.80406963825226,6.28803214430809,40.41929532587528,48.21286144852638,24.86457520723343,35.33225703239441,-31.784520357847214,-13.11969719082117,-13.687545157968998,13.89360198378563,-3.2988265305757523,-3.753429099917412,-17.185995154082775,30.295387268066406,52.0918025970459,63.2762318700552,68.6688394099474
-11.104735881090164,-52.91830511391163,-44.42277367413044,-42.44733300060034,-45.43328622728586,-56.120513923466206,-50.77742429077625,-60.45120234042406,-60.091809928417206,-60.596283599734306,-61.627850279212,-60.789351016283035,-54.93992507457733,-61.18971402198076,-60.80255678296089,-52.66387103497982,-61.16256635636091,-54.27913111448288,-54.59778343886137,-58.581504464149475,-45.71927361190319,-60.83710666745901,-54.964053854346275,-60.28327867388725,-59.08842819184065,-60.47729413956404,-59.65722420811653,-62.10702033340931,-62.166215777397156,-61.97667287290096,-59.8045993745327,-62.26234424114227,-52.68262381851673,-60.520012117922306,-60.30592403560877,-44.72800087928772
-8.804915551096201,-2.606460675597191,8.272206023335457,8.769615799188614,8.947618529200554,-2.1512669697403908,0.48412929102778435,-11.99231992289424,0.5022742077708244,-6.719599701464176,-11.413900278508663,-5.743313580751419,2.2771188393235207,15.881371013820171,18.871640652418137,7.390457130968571,-2.5332694239914417,16.24892408400774,5.664063386619091,-9.3589498847723,8.969111360609531,-11.00807948410511,-1.2744702398777008,-17.449363201856613,-1.9646555818617344,-18.260088343173265,-16.808151103556156,-25.226541087031364,-20.20778649672866,-20.706662960350513,-20.844059444963932,-27.304568111896515,-17.150872722268105,-21.25429703295231,-1.2859044559299946,25.52009727060795
-7.693792678415775,37.96879652887583,46.46910911053419,41.077787943184376,43.601137809455395,39.79290997236967,41.3963844999671,44.36828429251909,52.76176846772432,49.488790579140186,47.883598409593105,53.31563735753298,34.6478510722518,53.17592094093561,53.81016208976507,8.043458499014378,13.331594742834568,-7.942058861255646,17.304983891546726,10.276199705898762,-12.482511512935162,28.779211334884167,34.55256284028292,9.107868574559689,12.000979907810688,29.99072889238596,39.4391129091382,53.88581269234419,59.442681826651096,60.51713750511408,47.056988798081875,51.39961891621351,56.58334334939718,53.6193328127265,57.73846127837896,60.236886747181416
-15.260161615908146,1.500525325536728,21.00923490524292,18.334360763430595,19.952461272478104,2.394256815314293,18.51735283434391,37.34607696533203,45.94689019024372,37.27300654351711,36.827192947268486,45.23482722043991,31.364972576498985,56.29527397453785,55.91422514617443,34.03259693086147,34.7462660074234,45.84446370601654,15.896030455827713,12.031254276633263,26.16783417761326,17.647928580641747,26.545544385910034,-14.719550542533398,23.621493190526962,3.496228225529194,-12.091398492455482,-21.4916625097394,4.701232127845287,-10.697658456861973,-0.9866945743560791,32.697223260998726,41.47157780826092,49.810595631599426,57.02704893052578,59.68772092461586
-19.783783607184887,-1.3084327057003975,14.224508307874203,22.380742259323597,27.55549182742834,0.6368265450000763,16.07544968277216,38.160770900547504,43.75316771119833,39.03919976204634,44.14622516185045,45.8934016302228,27.45534809678793,54.76610790938139,55.0985199585557,42.8100186958909,42.14797554165125,49.27259819954634,21.76691948622465,31.237142093479633,36.90933118015528,18.97230116277933,28.817698411643505,-0.5146664902567863,25.59774435311556,3.941123515367508,-10.038459450006485,-14.843142688274384,4.438626237213612,-15.925153017044067,-9.586994737386703,-8.73181352764368,18.83509800583124,40.97961466759443,53.217322804033756,56.69368139654398
-15.914743065834045,-61.60794496536255,-54.64934987574816,-53.83544412255287,-55.40469965338707,-62.48629203438759,-51.70509222149849,-63.81989601254463,-63.085972145199776,-64.0608789473772,-64.29268625378609,-64.37410694360733,-56.28461193293333,-63.254152342677116,-62.86327354609966,-56.1880856603384,-63.90097466111183,-58.57960093021393,-57.32015298306942,-56.39367104321718,-44.873569175601006,-61.96945282816887,-58.25702628493309,-61.253582790493965,-60.60484578460455,-62.579654425382614,-61.53045031428337,-63.428310826420784,-63.39563101530075,-63.70227099955082,-63.1832680106163,-62.75829662382603,-47.684821113944054,-58.126136019825935,-60.357542522251606,-23.438732348382473
-18.58784379810095,-56.56890770047903,-51.8498128503561,-50.38291688263416,-52.60259360074997,-57.72268720716238,-49.45737927407026,-54.09306067228317,-53.68958583474159,-56.51922249048948,-57.06925085186958,-54.39764469116926,-53.655868746340275,-57.687174402177334,-57.19591021537781,-47.40894625335932,-57.67084936797619,-47.578107960522175,-49.92337702214718,-53.2159553617239,-34.481445007026196,-57.395316548645496,-48.651050478219986,-56.171221539378166,-55.50521145015955,-54.63505106419325,-54.95966308563948,-58.122392155230045,-58.36634936183691,-57.45704012364149,-56.37813790887594,-57.957520835101604,-35.604474261403084,-53.29001472890377,-51.16956715285778,4.56588789075613
-10.766219139099121,24.869824796915054,39.50372524559498,39.88690811395645,44.42061288654804,30.836258590221405,31.334077328443527,56.19584406912327,60.750071316957474,57.422418877482414,57.71689409017563,60.4628681987524,43.16674169898033,52.31143769621849,55.66020002961159,-1.2973795682191849,22.362216264009476,-8.331391036510468,19.758665159344673,-30.697483509778976,-35.5725119933486,-5.385140620172024,-5.36750690639019,-37.29365986585617,-36.64867416024208,-51.460610799491405,-43.33420507609844,12.057546839118004,40.78029012680054,44.332061380147934,5.749116405844688,-24.330132752656937,11.975330531597137,19.73867805302143,43.70367211103439,60.98596081137657
-13.51857677847147,-22.06514858081937,-12.479496344923973,-2.6480744555592537,-7.89926652610302,-26.18458005040884,-19.1135760769248,-12.3062524497509,-8.42676106095314,-5.664205387234688,-0.6230229288339615,9.544852301478386,-11.781843721866608,33.18500754982233,36.60707824677229,18.27883482724428,3.616091378033161,37.92422706633806,5.995248548686504,-9.614365473389626,22.038968689739704,-14.417438887059689,0.033142320811748505,-30.74283743649721,2.1928837448358536,-20.74271485209465,-23.901101484894753,-41.71158367395401,-28.174726638942957,-30.045813128352165,-27.379965901374817,-48.46941913664341,-24.700020626187325,-27.799637507647276,20.756834484636784,48.63199954479933
